license_number,dba,business_name,street,naics,naics_desc,description,status
1016560,ANAYA'S MARKET OGDEN NUMERO SEIS,Anaya's Market Ogden Numero Sies,150 N WASHINGTON BLVD,4451,Grocery Stores,"Hispanic Grocery Store ""A"" Beer",Active
1016560,ANAYA'S MARKET OGDEN NUMERO SEIS,Anaya's Market Ogden Numero Sies,150 N WASHINGTON BLVD,4451,Grocery Stores,"Hispanic Grocery Store ""A"" Beer",Active
1016560,ANAYA'S MARKET OGDEN NUMERO SEIS,Anaya's Market Ogden Numero Sies,150 N WASHINGTON BLVD,4451,Grocery Stores,"Hispanic Grocery Store ""A"" Beer",Active
1016560,ANAYA'S MARKET OGDEN NUMERO SEIS,Anaya's Market Ogden Numero Sies,150 N WASHINGTON BLVD,4451,Grocery Stores,"Hispanic Grocery Store ""A"" Beer",Active
1016560,ANAYA'S MARKET OGDEN NUMERO SEIS,Anaya's Market Ogden Numero Sies,150 N WASHINGTON BLVD,4451,Grocery Stores,"Hispanic Grocery Store ""A"" Beer",Active
1024023,NATURAL GROCERS BY VITAMIN COTTAGE,Vitamin Cottage Natural Food Market Inc,270 12TH ST,4451,Grocery Stores,"RETAIL SALES OF ORGANIC FOOD, VITAMINS & SUPPLEMENTS.",Active
1017592,MAVERIK INC #415,MAVERIK INC #415,689 WASHINGTON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
ALCOHOL003518-04-2022,Ocean Mart Wholesale Inc,Ocean Mart Wholesale Inc,1018 WASHINGTON BLVD,4451,Grocery Stores,"Grocery Store ""A"" Beer",Active
0157316,Karmart Convenience Store,Karmart Convenience Store Inc,205 HARRISON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1017711,COMMON CENTS STORES,MOYLE PETROLEUM COMPANY,1184 WALL AVE,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1016944,WINCO FOODS,WINCO FOODS LLC,205 W 12TH ST,4451,Grocery Stores,"Grocery Store ""A"" Beer",Active
ALCOHOL000224-02-2019,Walmart #3789,Walmart Inc,1959 WALL AVE,4451,Grocery Stores,"Grocery, Variety Store w/ Class A Beer",Active
ALCOHOL001949-11-2020,Ogden Mini Mart Store No 8,17 Petroleum LLC,1015 12TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pumps Station",Active
0559514,MAVERIK INC #312,MAVERIK INC,1212 WALL AVE,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
ALCOHOL001952-11-2020,Ogden Mini Mart Store 4,Dixie Petroleum LLC,1177 12TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pumps Station",Active
1000479,EASY SHOP,EASY SHOP,251 17TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
ALCOHOL001953-11-2020,Ogden Mini Mart Store No 6,Ogden Petroleum LLC,1879 W 2550 S,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pumps Station",Active
ALCOHOL001214-01-2020,Blue's C-Store,BJ Ballard LLC,1125 W 3300 S,44512,Convenience Stores,Convenient Store w/Grilled Foods & Off Premise Beer Sales,Active
ALCOHOL001538-06-2020,7-Eleven Store #35997B,Harman Enterprises Inc,4186 HARRISON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
1024297,36 MARKET INC,36 MARKET INC,903 36TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
0558911,PETRO-MART III,JOHN RICHARDSON,2388 HARRISON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1016397,FRESH MARKET,ASSOCIATED FRESH MARKETS INC,2044 HARRISON BLVD,4451,Grocery Stores,"Grocery Store ""A"" Beer",Active
0481294,TOP STOP CONVENIENCE STORES C21,WIND RIVER PETROLEUM,2120 WALL AVE,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1015553,BENSON CHEVRON,BENSON CHEVRON,2098 HARRISON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1019988,MAVERIK INC #469,MAVERIK INC,2810 WASHINGTON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
ALCOHOL003077-11-2021,SaltNHops LLC,SaltNHops LLC,443 27TH ST,4451,Grocery Stores,Neighborhood Store w/Beer Sales,Active
1013814,ANAYA'S MARKET OGDEN,Anaya's Market Ogden LLC,346 30TH ST,4451,Grocery Stores,"Hispanic Grocery Store ""A"" Beer",Active
1021280,CORNER MART,KRISHNA LLC,2983 WASHINGTON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
ALCOHOL003245-01-2022,Superior Convenience Store Inc,Superior Convenience Store Inc,2985 LINCOLN AVE,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station - NOT Cooking Food",Active
1020244,STOP & GO MARKET,WA & F GROUP INC,809 28TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
1025661,KWICK SHOP,KASHMIR ENTERPRISES INC,803 25TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
ALCOHOL002707-06-2021,7-Eleven Store #23558D,SGNR Inc,803 24TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
ALCOHOL000295-02-2019,Blair's Sinclair,"Bart, Blair E",2991 MONROE BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1025661,KWICK SHOP,KASHMIR ENTERPRISES INC,803 25TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
1025661,KWICK SHOP,KASHMIR ENTERPRISES INC,803 25TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
1025661,KWICK SHOP,KASHMIR ENTERPRISES INC,803 25TH ST,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
0485533,COMMON CENTS STORES,MOYLE PETROLEUM COMPANY,3563 WALL AVE,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1014893,SNS QUICK STOP,EKAUMKAAR INC,110 PATTERSON ST,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
1024066,7-ELEVEN STORE #35692 A,ATTA & GULZAR INC,3405 WASHINGTON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer with Gas Pump Station",Active
ALCOHOL000214-02-2019,Rancho Markets,Tres Enterprises Inc,905 26TH ST,4451,Grocery Stores,"Grocery Store ""A"" Beer",Active
ALCOHOL002827-08-2021,Super Groceries Inc,Super Groceries Inc,511 31ST ST,4451,Grocery Stores,"Neighborhood Grocery Market with ""A"" Beer",Active
1023695,FAST STOP 3186,FAST STOP 3186 INC,3186 WASHINGTON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
1003553,USA Mini Mart,New Khan Inc,3031 HARRISON BLVD,44512,Convenience Stores,"Convenience Store ""A"" Beer",Active
1011008,CARL'S SUPER SAVER,SUPER SAVER STORE,3135 HARRISON BLVD,4451,Grocery Stores,RETAIL SALES OF GENERAL GROCERYS AND MERCHANDISE,Active
1020741,ASPEN MILLS BREAD CO OF UTAH INC,ASPEN MILLS BREAD CO OF UTAH INC,3457 WALL AVE,3118,Bakeries and Tortilla Manufacturing,WHOLESALE BAKERY. NO RETAIL SALES. PRODUCTION ONLY,Active
1023005,TORTILLERIA EL ANGEL LLC,TORTILLERIA EL ANGEL LLC,3180 WASHINGTON BLVD,3118,Bakeries and Tortilla Manufacturing,FLOUR & CORN TORTILLA BAKERY,Active
