"MCDONALD'S #27439","867 1700 SOUTH                SYRACUSE UT 84075",
"MCDONALD'S #11046","1075 GENTILE                LAYTON UT 84041",
"MCDONALD'S #10299","691 MAIN                CLEARFIELD UT 84015",
"MOE'S SOUTH WEST GRILL","928 ANTELOPE                LAYTON UT 84041",
"CLEARFIELD AQUATIC & FITNESS CENTER","825 STATE                CLEARFIELD UT 84015",
"Z BROTHERS PIZZA","1097 MAIN                CENTERVILLE UT 84014",
"EVOLUTION FITNESS & PERSONAL TRAINING","475 1425 NORTH                LAYTON UT 84041",
"MCDONALD'S #6048","2080 MAIN                LAYTON UT 84041",
"WELCOME HOME ASSISTED LIVING","633 MEDICAL                BOUNTIFUL UT 84010",
"RAMBLIN ROADS RESTAURANT","544 400 NORTH                BOUNTIFUL UT 84010",
"CHICK-FIL-A CENTERVILLE","540 800 WEST                CENTERVILLE UT 84014",
"SMITH'S FOOD & DRUG CENTERS #149","1170 GENTILE                LAYTON UT 84040",
"STARBUCKS #13841","2011 HILLFIELD                LAYTON UT 84041",
"HOME 2 SUITES","803 HERITAGE PARK                LAYTON UT 84041",
"PIZZA HUT #22574","2996 HILLFIELD                LAYTON UT 84041",
"PAPA JOHN'S PIZZA #2424","1986 HILLFIELD                LAYTON UT 84041",
"TARGET STORE T-1755 DELI","815 2000 NORTH                LAYTON UT 84041",
"HARMONS STATION PARK","200 STATION                FARMINGTON UT 84025",
"SYRACUSE ARTS ACADEMY NORTH CAMPUS CAFETERIA","357 1550 WEST                SYRACUSE UT 84075",
"SYRACUSE ARTS ACADEMY CAFETERIA","2965 1700 SOUTH                SYRACUSE UT 84075",
"SMITH'S MARKETPLACE #272","217 2000 WEST                WEST POINT UT 84015",
"BEANS & BREWS COFFEE HOUSE #119","1137 1700 SOUTH                SYRACUSE UT 84075",
"BOUNTIFUL ELEMENTARY CAFETERIA","1620 50 WEST                BOUNTIFUL UT 84010",
"CLEARFIELD JOB CORPS CENTER","20 1700 SOUTH                CLEARFIELD UT 84016",
"VIEWPOINT CENTER","2732 2700 SOUTH                SYRACUSE UT 84075",
"MAVERIK, INC. #507","888 200 NORTH                KAYSVILLE UT 84037",
"GREAT EMPIRE CHINESE RESTAURANT","140 PARRISH                CENTERVILLE UT 84014",
"THE POPCORN COTTAGE","435 1425 SOUTH                LAYTON UT 84041",
"OLD GRIST MILL BREAD CO.","334 MAIN                KAYSVILLE UT 84037",
"EXTRA MILE #165","1011 MAIN                CENTERVILLE UT 84014",
"THE HABIT BURGER GRILL","508 ANTELOPE                LAYTON UT 84041",
"PACE'S","344 MAIN                LAYTON UT 84041",
"BETO'S MEXICAN FOOD","395 REDWOOD                NORTH SALT LAKE UT 84054",
"ORLANDO'S MEXICAN RESTAURANT","141 MAIN                KAYSVILLE UT 84037",
"WALMART #1699","745 HILLFIELD                LAYTON UT 84041",
"MCDONALD'S #11193","1155 HILLFIELD                LAYTON UT 84041",
"CUTLER'S","260 MAIN                CENTERVILLE UT 84014",
"MCDONALD'S #29590","745 HILLFIELD                LAYTON UT 84041",
"TEXAS ROADHOUSE","685 RING                LAYTON UT 84041",
"BOUNTIFUL BOWL","409 500 WEST                BOUNTIFUL UT 84010",
"WEST BOUNTIFUL ELEMENTARY","750 400 NORTH                BOUNTIFUL UT 84010",
"NORTH DAVIS JR. HIGH CAFETERIA","835 STATE                CLEARFIELD UT 84015",
"CHIPOTLE MEXICAN GRILL #2536","1035 ANTELOPE                LAYTON UT 84041",
"LAGOON AMUSEMENT PARK","375 LAGOON                FARMINGTON UT 84025",
"CORNER CAFE","550 300 SOUTH                KAYSVILLE UT 84037",
"HUGS LAYTON, LLC","701 MAIN                LAYTON UT 84041",
"SMITH'S FOOD & DRUG CENTERS #277","1370 200 NORTH                KAYSVILLE UT 84037",
"AJI  ROCOTO CHICKEN & GRILL, LLC","512 750 SOUTH                BOUNTIFUL UT 84010",
"CAFE SABOR LAYTON","200 MAIN                LAYTON UT 84041",
"DAVIS CONFERENCE CENTER","1651 700 WEST                LAYTON UT 84041",
"BASKIN ROBBINS","530 MAIN                BOUNTIFUL UT 84010",
"SUNRISE MONTESSORI CAFETERIA","43 200 WEST                BOUNTIFUL UT 84010",
"SOUTH DAVIS SENIOR ACTIVITY CENTER","726 100 EAST                BOUNTIFUL UT 84010",
"CENTRAL DAVIS SENIOR ACTIVITY CENTER","81 CENTER                KAYSVILLE UT 84037",
"NORTH DAVIS","42 STATE                CLEARFIELD UT 84015",
"FAIRFIELD VILLAGE OF LAYTON","1201 FAIRFIELD                LAYTON UT 84041",
"7-ELEVEN STORE #23550C","1998 MAIN                LAYTON UT 84041",
"AMERICAN LEGION POST #134","345 DEPOT                CLEARFIELD UT 84015",
"GOLDEN GINGER","1020 300 NORTH                CLEARFIELD UT 84015",
"KID CARE COMPANY NSL INC","754 REDWOOD                NORTH SALT LAKE UT 84054",
"HOT DOG ON A STICK","1076 LAYTON HILLS MALL                LAYTON UT 84041",
"DAVIS BEHAVIORAL HEALTH (DBH)","2250 1700 WEST                LAYTON UT 84041",
"SUMMIT LOUNGE BAR & GRILL","918 HERITAGE PARK                LAYTON UT 84041",
"MCDONALD'S #34434","1080 GRAND                FARMINGTON UT 84025",
"MAVERIK, INC. #527","2577 WEBER                SOUTH WEBER UT 84405",
"DAVIS BEHAVIORAL HEALTH (DBH)","2250 1700 WEST                LAYTON UT 84041",
"JAMBA JUICE #873","1776 2000 WEST                CLINTON UT 84015",
"JAMBA JUICE #237","1944 WOODLAND PARK                LAYTON UT 84040",
"ZAXBY'S","1781 2000 WEST                CLINTON UT 84041",
"WELCOME HOME ASSISTED LIVING","633 MEDICAL                BOUNTIFUL UT 84010",
"SUPER STOP","310 MAIN                CLEARFIELD UT 84015",
"LAYTON CITY SURF 'N SWIM","465 WASATCH                LAYTON UT 84041",
"PHO BANH","1286 LENGEND HILLS                CLEARFIELD UT 84015",
"RAINTREE SENIOR LIVING","2063 1900 SOUTH                SYRACUSE UT 84075",
"THE CORNER NOODLE LLC.","1588 2000 WEST                SYRACUSE UT 84075",
"HARU RAMEN","1266 LEGEND HILLS                CLEARFIELD UT 84015",
"IHOP #3533","2487 800 WEST                WOODS CROSS UT 84087",
"BOUT TIME PUB & GRILL","641 600 NORTH                LAYTON UT 84041",
"NOODLES & COMPANY","1032 PARK                FARMINGTON UT 84025",
"WORLD'S BEST CORNDOGS","196 SUGAR                LAYTON UT 84041",
"LEGACY HOUSE OF PARK LANE","547 STATION PARK                FARMINGTON UT 84025",
"NEW CHINA GROVE","973 1700 SOUTH                SYRACUSE UT 84075",
"PIZZA CONE ZONE","1550 320 WEST                LAYTON UT 84041",
"ERNIE'S TOO","2563 MAIN                BOUNTIFUL UT 84010",
"HYATT PLACE FARMINGTON STATION PARK","222 UNION                FARMINGTON UT 84025",
"MAVERIK, INC. #542","1265 PARRISH                CENTERVILLE UT 84014",
"CHANCELLOR GARDENS OF CLEARFIELD","1425 1500 EAST                CLEARFIELD UT 84015",
"BLAZE PIZZA #1171","260 UNIVERSITY                FARMINGTON UT 84025",
"FARMINGTON COFFEE SHOP","165 UNIVERSITY                FARMINGTON UT 84025",
"LEE'S MARKETPLACE","725 REDWOOD                NORTH SALT LAKE UT 84504",
"COSTA VIDA","501 2600 SOUTH                BOUNTIFUL UT 84010",
"COSTA VIDA","639 MARKETPLACE                CENTERVILLE UT 84014",
"STARBUCKS COFFEE #28132","616 2600 SOUTH                WOODS CROSS UT 84010",
"THE BIRD","2432 1700 SOUTH                SYRACUSE UT 84075",
"99 THAI FUSION RESTAURANT","768 1425 NORTH                LAYTON UT 84041",
"DEL TACO #1189","123 2000 WEST                WEST POINT UT 84015",
"KRISPY KREME #7930","968 MAIN                LAYTON UT 84041",
"SMITH'S FOOD & DRUG CENTERS #93","614 2600 South                WOODS CROSS UT 84010",
"SNOWY OWL SCHOOL HOUSE","845 400 EAST                BOUNTIFUL UT 84010",
"WINCO FOODS #139","200 FORT                LAYTON UT 84041",
"WEBER BASIN JOB CORPS","7400 CORNIA                OGDEN UT 84405",
"THE STOP","34 EAGLEGATE                NORTH SALT LAKE UT 84054",
"LITTLE CAESARS #065","283 FLINT                KAYSVILLE UT 84037",
"UTAH ATHLETIC CENTER","51 RIVERBEND                NORTH SALT LAKE UT 84054",
"PRETZELMAKER","915 FORBUSH                FARMINGTON UT 84025",
"LET THEM BE KIDS AND THE HANGOUT #2","872 1600 SOUTH                CLEARFIELD UT 84015",
"BRIDGE HOUSE","235 200 EAST                FARMINGTON UT 84025",
"LITTLE CAESARS #066","689 REDWOOD                NORTH SALT LAKE UT 84054",
"LAGOON AMUSEMENT PARK","375 LAGOON                FARMINGTON UT 84025",
"BURGER KING #23916","639 REDWOOD                NORTH SALT LAKE UT 84054",
"WINEGARS SUPERMARKETS","1080 300 NORTH                CLEARFIELD UT 84015",
"LITTLE CAESARS #067","2572 SOUTH WEBER                SOUTH WEBER UT 84405",
"BLACK BEAR DINER","310 GENTILE                LAYTON UT 84041",
"WINGSTOP #084","2065 HARRIS                LAYTON UT 84041",
"CAFE RIO MEXICAN GRILL","426 CABELA'S                FARMINGTON UT 84025",
"SPECTRUM ACADEMY STARS CAFETERIA (K-12)","520 CUTLER                NORTH SALT LAKE UT 84054",
"BURLY BURGER","2572 SOUTH WEBER                SOUTH WEBER UT 84405",
"CULVER'S OF WEST POINT","281 2000 WEST                WEST POINT UT 84015",
"EMPIRE CHINESE KITCHEN OF ZHOU","689 REDWOOD                NORTH SALT LAKE UT 84054",
"R & R BBQ","426 CABELAS                BLDG H                FARMINGTON UT 84025",
"MARCO'S PIZZA #6026","100 FORT                LAYTON UT 84041",
"CAFE ZUPAS LC","2600 WILDCAT                WOODS CROSS UT 84087",
"HOLIDAY OIL #61","525 REDWOOD                NORTH SALT LAKE UT 84054",
"BEANS & BREWS COFFEE HOUSE","100 FORT LANE                LAYTON UT 84041",
"JIMMY JOHN'S","306 650 NORTH BLDG J                CLEARFIELD UT 84015",
"SPECTRUM ACADEMY HIGH CAFETERIA","552 CUTLER                NORTH SALT LAKE UT 84054",
"DEL TACO #1234","585 REDWOOD                NORTH SALT LAKE UT 84054",
"LAYTON HOSPITAL CAFE","201 LAYTON                LAYTON UT 84041",
"THE SANDBAR","680 REDWOOD                NORTH SALT LAKE UT 84054",
"ALICE'S KITCHEN","94 400 WEST                NORTH SALT LAKE UT 84054",
"MOONSTRUCK CATERING","1981 MAIN                LAYTON UT 84041",
"SUNRIDGE ASSISTED LIVING OF LAYTON","835 ANGEL                LAYTON UT 84041",
"WHISPER COVE ASSISTED LIVING & MEMORY CARE","725 MAIN                KAYSVILLE UT 84037",
"B D CATERING","1068 350 SOUTH                SYRACUSE UT 84075",
"RITES UTAH","2465 MAIN                SUNSET UT 84015",
"BLACK BEAR DINER","2474 575 WEST                WOODS CROSS UT 84010",
"ZEPPE'S","2033 700 SOUTH                SYRACUSE UT 84075",
"HUG HES CAFE","330 MARKETPLACE                CENTERVILLE UT 84014",
"LA PUENTE RESTAURANT CENTERVILLE","116 PARISH                CENTERVILLE UT 84014",
"R&R BBQ","1085 US 89                NORTH SALT LAKE UT 84054",
"NORTH STAR CHILDREN'S CENTER","95 320 NORTH                KAYSVILLE UT 84037",
"CAFE RIO MEXICAN GRILL","185 2000 WEST                WEST POINT UT 84015",
"SODA CRAZY","1058 MAIN                LAYTON UT 84041",
"MARCOS PIZZA #6027","185 2000 WEST                WEST POINT UT 84015",
"BOUNTIFUL CULVER'S","620 500 WEST                BOUNTIFUL UT 84010",
"FAT FISH","595 2600 SOUTH                BOUNTIFUL UT 84010",
"OUR KITCHEN CAFE","985 REDWOOD                NORTH SALT LAKE UT 84054",
"RANCHERITO'S MEXICAN FOOD","343 FRONTAGE                CENTERVILLE UT 84014",
"SWIG N' SWEETS","165 500 WEST                BOUNTIFUL UT 84010",
"SWIG N' SWEETS","916 1700 SOUTH                CLEARFIELD UT 84015",
"SWIG N' SWEETS","1912 1800 NORTH                CLINTON UT 84015",
"GROUNDS FOR COFFEE","201 LAYTON                LAYTON UT 84041",
"JIMMY JOHNS","283 FLINT                KAYSVILLE UT 84037",
"HUHOT MONGOLIAN GRILL","842 MAIN                LAYTON UT 84041",
"CORNER 22 FOOD MART","2193 ORCHARD                BOUNTIFUL UT 84010",
"LITTLE TASTE OF BRITAIN","768 1425 NORTH                LAYTON UT 84040",
"TOWNE PLACE SUITES","1743 WOODLAND PARK                LAYTON UT 84041",
"EL DORADO, LLC","435 500 WEST                BOUNTIFUL UT 84010",
"DAKINE GRINDZ, LLC","2465 MAIN                SUNSET UT 84015",
"ZAO ASIAN CAFE","2533 WILDCAT                WOODS CROSS UT 84087",
"COSTA VIDA","1346 200 NORTH                KAYSVILLE UT 84037",
"LAGOON AMUSEMENT PARK","375 LAGOON                FARMINGTON UT 84025",
"SANTORINI'S GREEK GRILL","290 CENTRAL                FARMINGTON UT 84025",
"HOOK REEL","1508 WOODLAND PARK                LAYTON UT 84041",
"MONTICELLO ACADEMY CAFETERIA","3110 300 NORTH                WEST POINT UT 84015",
"BEAN'S COFFEE","772 700 SOUTH                CLEARFIELD UT 84015",
"SCOTT'S CATERING AND GRILL","3554 1550 NORTH                WEST POINT UT 84015",
"HELLO CHINA CUISINE","1933 2000 WEST                CLINTON UT 84015",
"TASTY'S DONUTS, LLC","612 MAIN                KAYSVILLE UT 84037",
"R.C. WILLEY HOME FURNISHINGS","2205 1400 WEST                LAYTON UT 84041",
"GROUNDS FOR COFFEE","2583 MAIN                SUNSET UT 84015",
"P.F. CHANG'S","905 WEST PROMONTORY                FARMINGTON UT 84023",
"EAGLEWOOD GOLF COURSE","1110 EAGLEWOOD                NORTH SALT LAKE UT 84054",
"7-ELEVEN STORE #38442A","282 1000 WEST                SYRACUSE UT 84075",
"NACHO MAMA - COMMONS PARK","403 WASATCH                LAYTON UT 84041",
"BASKIN ROBBINS","435 STATE                CLEARFIELD UT 84015",
"TARGET STORE T-1750 STARBUCKS","200 MARKET PLACE                CENTERVILLE UT 84014",
"LAGOON AMUSEMENT PARK","375 LAGOON                FARMINGTON UT 84025",
"MAVERIK, INC. #581","1000 700 SOUTH                CLEARFIELD UT 84015",
"7-ELEVEN STORE #32705C","976 1700 SOUTH                CLEARFIELD UT 84015",
"BLACKSMITH ICE CREAM CO.","180 MAIN                BOUNTIFUL UT 84010",
"SUBWAY","130 FAIRFIELD                LAYTON UT 84041",
"PIZZERIA LIMONE","71 500 WEST                BOUNTIFUL UT 84010",
"FIIZ DRINKS","2631 HILLFIELD                LAYTON UT 84041",
"CAFFE TORINO","58 MAIN                FARMINGTON UT 84025",
"MAVERIK, INC. #625","24 REDWOOD                NORTH SALT LAKE UT 84054",
"CUPBOP LAYTON, LLC","743 KING                LAYTON UT 84041",
"BARNES & NOBLE BOOKSELLERS #3329","238 UNION                FARMINGTON UT 84025",
"BRIDGE HOUSE","221 200 EAST                FARMINGTON UT 84025",
"CREEKSIDE SENIOR LIVING","430 400 NORTH                BOUNTIFUL UT 84010",
"DOMINO'S","627 MARKETPLACE                CENTERVILLE UT 84014",
"SUBWAY #4060","324 MAIN                KAYSVILLE UT 84037",
"MO' BETTAHS","240 FORT                LAYTON UT 84041",
"SOUTH WEBER ASSISTED LIVING","6980 475 EAST                SOUTH WEBER UT 84405",
"SWIG","260 FORT                LAYTON UT 84041",
"OAK HILLS RECEPTION & EVENT CENTER","2621 OAK HILLS                LAYTON UT 84040",
"WELLER'S BISTRO","197 MAIN                LAYTON UT 84041",
"FAIRFIELD INN & SUITES","1740 HERITAGE PARK                LAYTON UT 84041",
"LA PUENTE OGDEN","955 400 WEST                LAYTON UT 84041",
"SHORELINE JR. HIGH CAFETERIA","1150 WESTSIDE                LAYTON UT 84041",
"CHINESE KITCHEN LAYTON, INC.","1310 HIGHWAY 193                LAYTON UT 84040",
"SPEEDWAY #9416","1724 ANTELOPE                LAYTON UT 84041",
"KOOL KIDZ","928 1800 NORTH                CLINTON UT 84015",
"PAD THAI CUISINE","1986 HILLFIELD                LAYTON UT 84041",
"TRU BY HILTON","640 FALCON HILL                CLEARFIELD UT 84056",
"THE OLIVE GARDEN ITALIAN RESTAURANT #6449","27 500 WEST                WEST BOUNTIFUL UT 84010",
"CUBBY'S","570 500 SOUTH                WEST BOUNTIFUL UT 84087",
"CLINTON TACO TIME","1776 2000 WEST                CLINTON UT 84015",
"LA CHOI'S NOODLE PARLOR","325 STATE                CLEARFIELD UT 84015",
"ZAO ASIAN CAFE","1026 PARK                FARMINGTON UT 84025",
"JERSEY MIKE'S SUBS","260 FORT                LAYTON UT 84041",
"GREEK PALACE","2070 LAYTON HILL MALL                LAYTON UT 84041",
"GOOD NUTRITION, LLC","1095 MAIN                LAYTON UT 84041",
"SCRAMBLED!","2151 HILLFIELD                LAYTON UT 84041",
"RJ GRILL, LLC","571 2600 SOUTH                BOUNTIFUL UT 84010",
"CHUCK-A-RAMA","212 500 WEST                BOUNTIFUL UT 84010",
"TUCANOS BRAZILIAN GRILL","265 WEST PROMONTORY                FARMINGTON UT 84025",
"SUMMIT FOOD SERVICE","800 STATE                FARMINGTON UT 84025",
"TATAKI SUSHI RESTAURANT","1917 1800 NORTH                CLINTON UT 84015",
"CAFE RIO MEXICAN GRILL","550 500                West Bountiful UT 84010",
"SOUTHGATE TAVERN","2981 350 WEST                LAYTON UT 84041",
"DUTCH BROS COFFEE","250 PARRISH                CENTERVILLE UT 84014",
"LEGER'S DELI","120 REDWOOD                NORTH SALT LAKE UT 84054",
"SYRACUSE FIIZ","1642 2000 WEST                SYRACUSE UT 84075",
"CHONCHI'S TACO SHOP,LLC","1324 HIGHWAY 89                FARMINGTON UT 84025",
"POPS SINCLAIR","1972 700 SOUTH                CLEARFIELD UT 84015",
"BUDDHA BELLY CHINESE","66 MAIN                KAYSVILLE UT 84037",
"KIM LONG GOURMET CUISINE","1664 WOODLAND PARK                LAYTON UT 84015",
"ANNIE'S CREPES AND CAKES CAFE","74 500                Bountiful UT 84010",
"COVINGTON SENIOR LIVING OF FARMINGTON","430 150 WEST                FARMINGTON UT 84025",
"LITTLE TIGER ACADEMY","781 GORDON                LAYTON UT 84040",
"SUNBURST ELEMENTARY","2504 SUNBURST                LAYTON UT 84041",
"ELDREDGE MANOR","564 400 NORTH                BOUNTIFUL UT 84010",
"CENTRO DE LA FAMILIA","844 2000 WEST                CLINTON UT 84015",
"NIKKO SUSHI & RAMEN","242 300 WEST                KAYSVILLE UT 84037",
"OISHI JAPAN CUISINE INC.","1201 HILL FIELD                LAYTON UT 84041",
"SANTORINI'S GREEK GRILL","135 500 WEST                WEST BOUNTIFUL UT 84087",
"PHILADELPHIA SUB SHOP 1982","189 STATE                CLEARFIELD UT 84015",
"Z BROTHERS PIZZA","260 FORT                LAYTON UT 84041",
"7-ELEVEN STORE #38552A","1285 MAIN                LAYTON UT 84041",
"OAK RIDGE ASSISTED LIVING OF BOUNTIFUL","905 4000 SOUTH                BOUNTIFUL UT 84010",
"HANDEL'S LAYTON","240 FORT                LAYTON UT 84041",
"013 BOUNTIFUL LLC. DBA KNEADERS","1050 500 EAST                NORTH SALT LAKE UT 84054",
"015 LAYTON, LLC. DBA KNEADERS","480 ANTELOPE                LAYTON UT 84041",
"048 KAYSVILLE LLC DBA KNEADERS","1324 200 NORTH                KAYSVILLE UT 84037",
"BEANS & BREWS COFFEE HOUSE","1422 3000 NORTH                LAYTON UT 84040",
"BEANS & BREWS COFFEE HOUSE #510","410 500 WEST                WEST BOUNTIFUL UT 84010",
"CAFE RIO MEXICAN GRILL","2440 HIGHWAY 89                WOODS CROSS UT 84087",
"CATALYST CENTER","1265 SPORTSPLEX                KAYSVILLE UT 84037",
"TEA'S MEMORY","210 WEST PROMONTORY                FARMINGTON UT 84025",
"HANGRY DOG","289 1260 NORTH                SUNSET UT 84015",
"7-ELEVEN STORE #22099C","1515 500 WEST                WOODS CROSS UT 84087",
"TAIYAKI SWEET","1625 1000 WEST                CLEARFIELD UT 84015",
"MONGOLIAN GRILL","763 ANTELOPE                LAYTON UT 84041",
"LAST CHANCE STORE #11","855 MAIN STREET                LAYTON UT 84041",
"CARL'S JR #9","925 ANTELOPE                LAYTON UT 84041",
"CARL'S JR #312","582 MAIN                CLEARFIELD UT 84015",
"CARL'S JR #335","2118 1700 SOUTH                SYRACUSE UT 84075",
"CARL'S JR #380","195 500 SOUTH                BOUNTIFUL UT 84010",
"CARL'S JR #473","1868 1800 NORTH                CLINTON UT 84015",
"THAI IN TOWN","273 500 SOUTH                BOUNTIFUL UT 84010",
"LITTLE CAESAR'S","1422 STATE ST. HWY 193                LAYTON UT 84041",
"WENDY'S #6051","210 500 SOUTH                BOUNTIFUL UT 84010",
"WENDY'S #6053","363 MARKET PLACE                CENTERVILLE UT 84014",
"WENDY'S #6054","1350 STATE                CLEARFIELD UT 84015",
"WENDY'S #6055","1903 2000 WEST                CLINTON UT 84015",
"WENDY'S #6061","353 200 NORTH                KAYSVILLE UT 84037",
"WENDY'S #6062","1105 400 WEST                LAYTON UT 84041",
"WENDY'S #6063","1344 HIGHWAY 193                LAYTON UT 84040",
"WENDY'S #6069","1005 500 EAST                NORTH SALT LAKE UT 84054",
"WENDY'S #6106","1044 PARK                FARMINGTON UT 84025",
"7-ELEVEN STORE #33981B","425 700 WEST                CENTERVILLE UT 84014",
"BLACK RIFLE COFFEE COMPANY","510 ANTELOPE                LAYTON UT 84041",
"DING TEA BOUNTIFUL","175 500 WEST                WEST BOUNTIFUL UT 84010",
"MARCO'S PIZZA#6048","55 2200 SOUTH                BOUNTIFUL UT 84010",
"SPANKY'S DELI","579 2600 SOUTH                BOUNTIFUL UT 84010",
"SMITH'S FOOD & DRUG CENTERS #135","1316 HWY. 89                FARMINGTON UT 84025",
"COLD STONE - CLINTON","1917 1800 NORTH                CLINTON UT 84015",
"COLD STONE - LAYTON","936 MAIN                LAYTON UT 84041",
"GRILL AT SUN HILLS, THE","3185 Hills                LAYTON UT 84041",
"Q ONE BBQ & NOODLES","1201 HILLFIELD                LAYTON UT 84041",
"THE ABBINGTON AT LAYTON SENIOR LIVING","350 100 WEST                LAYTON UT 84041",
"ZAO ASIAN CAFE","2058 HARRIS                LAYTON UT 84041",
"RICOS TACOS LAYTON","2971 Hillfield                LAYTON UT 84041",
"KOKONUT ISLAND GRILL","470 1100 NORTH                NORTH SALT LAKE UT 84054",
"LOUIE'S PIZZERIA","1095 MAIN                LAYTON UT 84041",
"ON MY WAY","1387 1800 NORTH                CLINTON UT 84015",
"SPLIT LEAF COFFEE","37 MAIN                BOUNTIFUL UT 84010",
"HOLIDAY OIL","1318 2000 WEST                CLINTON UT 84015",
"THIRST DRINKS","1545 MAIN                BOUNTIFUL UT 84010",
"THAI JASMINE RESTAURANT, LLC.","1662 2000 WEST                SYRACUSE UT 84075",
"FIIZ DRINKS","2212 1800 NORTH                CLINTON UT 84015",
"STARBUCKS COFFEE #65860","1043 ANTELOPE                SYRACUSE UT 84075",
"FIREHOUSE SUBS1963","2151 HILL FIELD                LAYTON UT 84041",
"DUTCH BROS COFFEE","475 MAIN                LAYTON UT 84041",
"FIREHOUSE SUBS 1821","490 1100 north                NORTH SALT LAKE UT 84054",
"SUBWAY","455 500 WEST                BOUNTIFUL UT 84010",
"BOUNTIFUL GREEK CAFE #1","1025 500 WEST                BOUNTIFUL UT 84010",
"SMART START LEARNING CENTER","805 700 SOUTH                CLEARFIELD UT 84015",
"PLATED DREAMS","2468 HIGHWAY 89                WOODS CROSS UT 84087",
"BEEHIVE HOMES OF SYRACUSE","1407 2000 WEST                SYRACUSE UT 84075",
"NACHO HOUSE, 1 LLC","15 HIGHWAY 89                NORTH SALT LAKE UT 84054",
"WTHAICHEF, LLC.","237 200 NORTH                KAYSVILLE UT 84037",
"RAISING CANE'S CHICKEN FINGERS","694 ANTELOPE                LAYTON UT 8441",
"THE COOP BY ROOSTERS","748 HERITAGE PARK                LAYTON UT 84041",
"7-ELEVEN STORE #33986B","385 200 NORTH                KAYSVILLE UT 84037",
"DAVID'S PIZZA DELIVERY INC.","253 200 NORTH                KAYSVILLE UT 84037",
"CHIPOTLE MEXICAN GRILL","370 PARRISH                CENTERVILLE UT 84014",
"RAMEN HAUS","1060 PARK                FARMINGTON UT 84025",
"EL POLLO LOCO #3894","2028 MAIN                LAYTON UT 84041",
"ZEPPE'S LAYTON","2131 HILLFIELD                LAYTON UT 84041",
"JERSEY MIKE'S SUBS","1737 2000 WEST                CLINTON UT 84015",
"PLAY2LEARN ACADEMY","70 STATE                CLEARFIELD UT 84015",
"BOUNTIFUL RIDGE CAFE","2430 BOUNTIFUL                BOUNTIFUL UT 84010",
"MAVERIK INC. #705","1904 1700 SOUTH                SYRACUSE UT 84075",
"HOLIDAY OIL","3000 300 NORTH                WEST POINT UT 84015",
"HOLIDAY OIL #76","975 1700 SOUTH                CLEARFIELD UT 84015",
"WINGSTOP #52206","1917 1800 NORTH                CLINTON UT 84015",
"STOCKMAN'S BAR","80 MAIN                LAYTON UT 84041",
"NEW SUSHI BURRITO IN LAYTON","2672 HILL FIELD                LAYTON UT 84041",
"POKI BOWL","570 500 SOUTH                BOUNTIFUL UT 84010",
"AUBERGINE KITCHEN","null PARK WEST                FARMINGTON UT 84025",
"CAFE ZUPAS","2068 1700 SOUTH                SYRACUSE UT 84075",
"WAFFLE LOVE FARMINGTON","1076 PARK                FARMINGTON UT 84025",
"THE CREPERY","1863 700 SOUTH                SYRACUSE UT 84075",
"VESSEL KITCHEN","320 CENTRAL                FARMINGTON UT 84025",
"BLACK BOW CHOCOLATES","13 CENTER                KAYSVILLE UT 84037",
"ARGENTINE CORNER RESTAURANT","69 MAIN                CLEARFIELD UT 84015",
"MO'BETTAHS","1076 PARK                FARMINGTON UT 84025",
"DUTCH BROS COFFEE","1131 100 NORTH                FARMINGTON UT 84025",
"PAR 5 GRILL, LLC","2501 GENTILE                LAYTON UT 84040",
"TACO TIME","170 MAIN                KAYSVILLE UT 84037",
"RANCHO MARKETS","580 STATE                CLEARFIELD UT 84015",
"RANCHO MARKETS - ICE CREAM SHOP","580 STATE                CLEARFIELD UT 84015",
"CHIPOTLE MEXICAN GRILL #4291","138 1100 WEST                FARMINGTON UT 84025",
"MI RANCHITO TAQUERIA","1813 MAIN                SUNSET UT 84015",
"HAMPTON INN SALT LAKE CITY/LAYTON","1700 WOODLAND PARK                LAYTON UT 84041",
"HOLIDAY INN LAYTON","1695 WOODLAND PARK                LAYTON UT 84041",
"NSFM PIZZA INC. - DBA DOMINOS","2058 1700 SOUTH                SYRACUSE UT 84075",
"NSFM PIZZA INC. -  DBA DOMINOS","189 US-89                NORTH SALT LAKE UT 84054",
"NSFM PIZZA INC. -  DBA DOMINOS","1776 2000 WEST                CLINTON UT 84015",
"NSFM PIZZA INC. - DBA DOMINOS","1596 HILL FIELD                LAYTON UT 84041",
"DOMINO'S","1171 500 WEST                BOUNTIFUL UT 84010",
"DOMINO'S","208 200                KAYSVILLE UT 84037",
"TERIYAKI GRILL","210 FORT                LAYTON UT 84041",
"PENNY ANN'S CAFE","234 500 WEST                WEST BOUNTIFUL UT 84087",
"EXPRESS MART SLC","15 HWY 89                NORTH SALT LAKE UT 84054",
"ICHIRO RAMEN HOUSE","135 500 WEST                WEST BOUNTIFUL UT 84010",
"FIIZ DRINKS","1346 200 NORTH                KAYSVILLE UT 84037",
"FIIZ DRINKS","315 MAIN                KAYSVILLE UT 84037",
"J'S CHEESECAKES","2587 GORDON                LAYTON UT 84041",
"NUMBER ONE THAI FUSION","575 500 SOUTH                BOUNTIFUL UT 84010",
"7-ELEVEN STORE #38710A","405 LAYTON                LAYTON UT 84041",
"JACK IN THE BOX #1316","1726 BLUFF RIDGE                SYRACUSE UT 84075",
